关联医院code,关联医院名称,院边店code,院边店名称,"A类：
（院内店、HIS）"
N-H003394,河北北方学院附属第一医院,N-R095465,张家口常升华佗药房医药有限公司,N
N-H004886,大连西岗日新社区卫生服务中心,N-R013224,大连市西岗区辽东医药康晟药房,N
N-H002020,沈阳市第一人民医院,N-R039721,国药控股国大药房沈阳连锁有限公司清泉路分店,N
N-H002020,沈阳市第一人民医院,N-R066595,辽宁国瑞新特药药房连锁有限公司大北关街店,N
N-H001332,沧州市中心医院,N-R090236,沧州新兴药房连锁有限公司阳光国际店,N
N-H001332,沧州市中心医院,N-R066597,沧州阳光本草大药房连锁有限公司浮阳店,N
N-H001334,沧州市人民医院,N-R059897,国药乐仁堂沧州医药有限公司鼓楼店,N
N-H003373,涿州市医院,N-R024935,涿州市老百姓药店,N
N-H001950,大连医科大学附属第一医院,N-R086928,大连海王星辰医药有限公司医大一院店,N
N-H001950,大连医科大学附属第一医院,N-R059123,大连美罗大药房连锁有限公司长春路店,N
N-H001951,大连医科大学附属第二医院,N-R086650,大连海王星辰医药有限公司连山街店,N
N-H001951,大连医科大学附属第二医院,N-R080248,大连德信行润德堂大药房有限公司连山街分公司,N
N-H001951,大连医科大学附属第二医院,N-R047231,大连海王星辰医药有限公司医大二院店,N
N-H001956,大连市中心医院,N-R090252,大连德信行润德堂大药房有限公司春柳分公司,N
N-H001956,大连市中心医院,N-R086929,大连海王星辰医药有限公司学工街三分店,N
N-H001957,大连市儿童医院,N-R059118,大连美罗大药房连锁有限公司唐山街店,N
N-H001957,大连市儿童医院,N-R087666,大连海王星辰医药有限公司通山街店,N
N-H001957,大连市儿童医院,N-R013224,大连市西岗区辽东医药康晟药房,N
N-H001363,邯郸市第二医院,N-R132631,邯郸市宜生医药连锁有限公司邯山区贸易街店,N
N-H001363,邯郸市第二医院,N-R142024,石家庄新兴药房连锁有限公司邯郸贸易街店,N
N-H002463,厦门市海沧医院,N-R064686,厦门鹭燕大药房有限公司沧林路分店,N
N-H001943,中国医科大学附属第一医院,N-R138564,辽宁汇恒康医药连锁集团有限公司沈阳旗舰分店,N
N-H001943,中国医科大学附属第一医院,N-R000353,沈阳市医乐康药房,N
N-H001943,中国医科大学附属第一医院,N-R035426,沈阳汇恒康药房有限公司,N
N-H005188,内蒙古自治区人民医院,N-R116847,内蒙古京远大药房有限责任公司,N
N-H005188,内蒙古自治区人民医院,N-R142064,国药控股国大药房内蒙古有限公司第十四门店,N
N-H017712,内蒙古自治区妇幼保健院（内蒙古自治区妇女儿童医院）,N-R141556,国药控股国大药房内蒙古有限公司三百六十六门店,Y
N-H000375,吉林市儿童医院,N-R141543,国大益和大药房吉林有限公司吉林市保定路连锁店,N
N-H000374,吉林市中心医院,N-R141542,国大益和大药房吉林有限公司吉林市中心医院连锁店,N
N-H000369,吉林大学第一医院,N-R058022,国药控股大药房（吉林）有限公司,N
N-H000369,吉林大学第一医院,N-R016857,国大益和大药房吉林有限公司长春文化广场连锁店,N
N-H000369,吉林大学第一医院,N-R059180,吉林省同仁大药房连锁有限公司解放大路二店,N
N-H000369,吉林大学第一医院,N-R141493,吉林省恒爱大药房连锁有限公司长春文化广场连锁店,N
N-H000369,吉林大学第一医院,N-R016840,国大益和大药房吉林有限公司长春虎林路连锁店,N
N-H000372,吉林大学第二医院,N-R016373,国大益和大药房吉林有限公司长春重庆路连锁店,N
N-H000379,吉林省人民医院,N-R058022,国药控股大药房（吉林）有限公司,N
N-H000379,吉林省人民医院,N-R016840,国大益和大药房吉林有限公司长春虎林路连锁店,N
N-H002240,哈尔滨市儿童医院,N-R000415,哈尔滨康海医药有限公司,N
N-H002240,哈尔滨市儿童医院,N-R053108,哈尔滨林诚大药房有限公司友谊二店,N
N-H002235,哈尔滨医科大学附属第一医院,N-R004959,哈尔滨市人人平安大药房有限公司,N
N-H002235,哈尔滨医科大学附属第一医院,N-R022735,哈尔滨美霖大药房有限公司,N
N-H002235,哈尔滨医科大学附属第一医院,N-R076277,黑龙江省大众平安医药连锁有限公司鞍山分店,N
N-H002235,哈尔滨医科大学附属第一医院,N-R004835,黑龙江省大众平安医药连锁有限公司千安堂大药房,N
N-H001948,丹东市第一医院,N-R036436,国药控股丹东有限公司国控药房,N
N-H001393,河南大学淮河医院,N-R132839,开封市天生医药零售有限责任公司众仁药店,N
N-H010072,新余市人民医院,N-R070471,江西黄庆仁栈华氏大药房有限公司新庆余堂孺子牛药店,Y
N-H010072,新余市人民医院,N-R104731,新余高新区利民大药房,N
N-H002387,江西省人民医院,N-R070417,江西黄庆仁栈华氏大药房有限公司南昌市二经路药店,N
N-H002097,重庆市綦江区人民医院,N-R141519,重庆专诚大药房连锁有限公司綦江店,N
N-H025287,重庆三博江陵医院,N-R092867,重庆鑫斛药房连锁有限公司鑫斛药庄大石坝店,N
N-H031588,重庆佑佑宝贝妇儿医院,N-R093854,重庆丫丫药房有限公司两江新区分公司,N
N-H031588,重庆佑佑宝贝妇儿医院,N-R080334,重庆万鑫药房连锁有限公司两江新区礼慈路二店,N
N-H024618,四川友谊医院,N-R099937,四川海王星辰健康药房连锁有限公司锦江区静康路药店,N
N-H002115,重庆市妇幼保健院,N-R065275,重庆万鑫药房连锁有限公司渝中区长江支路二店,N
N-H002115,重庆市妇幼保健院,N-R140901,重庆市渝中区万鑫德润药房有限公司,N
N-H002121,重庆大学附属涪陵医院,N-R092775,重庆鑫斛药房连锁有限公司鑫斛药庄涪陵旗舰店,N
N-H002121,重庆大学附属涪陵医院,N-R141511,重庆专诚大药房连锁有限公司涪陵店,N
N-H002121,重庆大学附属涪陵医院,N-R092819,重庆鑫斛药房连锁有限公司鑫斛药庄中心店,N
N-H002120,重庆市沙坪坝区人民医院,N-R092772,重庆鑫斛药房连锁有限公司鑫斛药庄小龙坎店,N
N-H002120,重庆市沙坪坝区人民医院,N-R092717,重庆鑫斛药房连锁有限公司鑫斛大药房汉渝路车站店,N
N-H002120,重庆市沙坪坝区人民医院,N-R000359,重庆和平药房连锁有限责任公司沙坪坝中心连锁店,N
N-H000456,四川大学华西第四医院,N-R032541,成都贝斯特药房有限公司,N
N-H000456,四川大学华西第四医院,N-R000427,成都胡记华生大药房有限公司,N
N-H000456,四川大学华西第四医院,N-R048605,上药华西（四川）医药有限公司武侯区黉门后街利康药房,N
N-H000456,四川大学华西第四医院,N-R013515,武侯区华酉堂大药房,N
N-H000456,四川大学华西第四医院,N-R088315,成都泉源堂大药房连锁股份有限公司武侯区黉门街药店,N
N-H027940,西昌市人民医院,N-R116580,西昌市科伦大药房有限公司,N
N-H040532,重庆惠民癫康医院,N-R030200,重庆和平新健康欣特健康管理连锁有限公司建新东路店,N
N-H040532,重庆惠民癫康医院,N-R094204,重庆和平药房连锁有限责任公司光宇阳光海岸连锁店,N
N-H031587,重庆小米熊儿童医院,N-R035746,重庆和平药房连锁有限责任公司诚信大药房二店,N
N-H000508,攀枝花市中心医院,N-R062013,国药控股四川医药股份有限公司攀枝花益康街药房,N
N-H000508,攀枝花市中心医院,N-R030627,攀枝花市东区瑞太大药房,N
N-H000508,攀枝花市中心医院,N-R098472,攀枝花康旭医药有限公司,N
N-H002105,重庆医科大学附属第二医院,N-R120873,重庆和平新健康欣特健康管理连锁有限公司魁星楼店,N
N-H002105,重庆医科大学附属第二医院,N-R001813,重庆和平药房连锁有限责任公司和平医药商城,N
N-H002105,重庆医科大学附属第二医院,N-R080570,重庆万鑫药房连锁有限公司渝中区临江门二店,N
N-H002105,重庆医科大学附属第二医院,N-R061043,重庆万鑫药房连锁有限公司渝中区临江门药店,N
N-H036102,重庆广达康复医院,N-R116600,重庆万鑫药房连锁有限公司沙坪坝区新桥正街药店,N
N-H036102,重庆广达康复医院,N-R087556,重庆鑫斛药房连锁有限公司鑫斛大药房新桥正街店,N
N-H036102,重庆广达康复医院,N-R058187,重庆万鑫药房连锁有限公司沙坪坝区新桥二店,N
N-H002116,重庆市巴南区人民医院,N-R092725,重庆鑫斛药房连锁有限公司巴南星澜汇店,N
N-H002116,重庆市巴南区人民医院,N-R069083,重庆万鑫药房连锁有限公司巴南区鱼胡路药店,N
N-H002116,重庆市巴南区人民医院,N-R141521,重庆专诚大药房连锁有限公司巴南二店,N
N-H000450,宜宾市第一人民医院,N-R057717,四川宜宾福星药房连锁有限责任公司翠屏连锁店,N
N-H000450,宜宾市第一人民医院,N-R006662,宜宾市明德大药房有限责任公司,N
N-H002103,重庆医科大学附属大学城医院,N-R071914,重庆医药集团和平新健康科技有限公司大学城店,Y
N-H002103,重庆医科大学附属大学城医院,N-R073778,重庆和平药房连锁有限责任公司大学城中路连锁店,Y
N-H002103,重庆医科大学附属大学城医院,N-R141500,重庆专诚大药房连锁有限公司大学城店,Y
N-H002114,重庆市合川区人民医院,N-R141515,重庆专诚大药房连锁有限公司合川店,N
N-H002127,重庆市第九人民医院,N-R081353,重庆和平新健康欣特健康管理连锁有限公司北碚药品配送中心,Y
N-H002127,重庆市第九人民医院,N-R137357,重庆市北碚区万鑫金源药房有限公司,N
N-H002101,重庆医科大学附属儿童医院,N-R082131,重庆泉源堂大药房连锁有限责任公司渝中区中山二路店,N
N-H002101,重庆医科大学附属儿童医院,N-R078868,重庆鑫斛药房连锁有限公司渝中区中山二路二店,N
N-H002101,重庆医科大学附属儿童医院,N-R001610,重庆和平药房连锁有限责任公司枣子岚垭连锁店,N
N-H002101,重庆医科大学附属儿童医院,N-R090225,重庆丫丫药房有限公司,N
N-H002101,重庆医科大学附属儿童医院,N-R000363,重庆和平药房连锁有限责任公司文化宫二连锁店,N
N-H002101,重庆医科大学附属儿童医院,N-R141520,重庆两路口专诚大药房有限公司,N
N-H002130,重庆医药高等专科学校附属第一医院,N-R141517,重庆专诚大药房连锁有限公司五小区店,N
N-H002130,重庆医药高等专科学校附属第一医院,N-R058571,重庆万鑫药房连锁有限公司南岸区南城大道药店,N
N-H023737,西安市第三医院,N-R047691,国药控股陕西大药房有限公司西安凤城三路分店,N
N-H000442,绵阳市中心医院,N-R048098,绵阳科伦大药房连锁有限公司连锁三店,N
N-H000442,绵阳市中心医院,N-R116924,绵阳市涪城区希望大药房,N
N-H000442,绵阳市中心医院,N-R048096,绵阳科伦大药房连锁有限公司连锁七店,N
N-H000442,绵阳市中心医院,N-R056315,绵阳美民药房有限责任公司,N
N-H000442,绵阳市中心医院,N-R113008,绵阳科伦大药房连锁有限公司连锁三十六店,N
N-H002104,重庆医科大学附属第一医院,N-R058180,重庆万鑫药房连锁有限公司九龙坡区奥体药店,Y
N-H002104,重庆医科大学附属第一医院,N-R060797,重庆和平新健康欣特健康管理连锁有限公司医学院路店,Y
N-H002104,重庆医科大学附属第一医院,N-R058182,重庆万鑫药房连锁有限公司欣贴药房,Y
N-H002104,重庆医科大学附属第一医院,N-R090227,重庆专诚大药房连锁有限公司袁家岗店,Y
N-H002104,重庆医科大学附属第一医院,N-R012092,重庆康德乐大药房有限责任公司,N
N-H002104,重庆医科大学附属第一医院,N-R141503,重庆鑫斛药房连锁有限公司鑫斛大药房金茂珑悦店,N
N-H002125,重庆市人民医院三院院区,N-R082131,重庆泉源堂大药房连锁有限责任公司渝中区中山二路店,N
N-H002125,重庆市人民医院三院院区,N-R078868,重庆鑫斛药房连锁有限公司渝中区中山二路二店,N
N-H002125,重庆市人民医院三院院区,N-R000363,重庆和平药房连锁有限责任公司文化宫二连锁店,N
N-H002125,重庆市人民医院三院院区,N-R141520,重庆两路口专诚大药房有限公司,N
N-H002125,重庆市人民医院三院院区,N-R090225,重庆丫丫药房有限公司,N
N-H002125,重庆市人民医院三院院区,N-R001610,重庆和平药房连锁有限责任公司枣子岚垭连锁店,N
N-H022707,宝鸡市第三人民医院,N-R141601,宝鸡怡悦医药连锁有限责任公司西建康城店,N
N-H001408,河南省人民医院,N-R051804,郑州和宜祥大药房有限公司,N
N-H001408,河南省人民医院,N-R082340,国药控股河南股份有限公司经三路店,N
N-H006246,莆田市第一医院,N-R158991,莆田市城厢区有药管家医药有限公司,Y
N-H006202,厦门新开元医院有限公司,N-R056578,厦门鹭燕大药房有限公司镇海路三分店,N
N-H001914,福建省福州儿童医院,N-R062121,福州市台江区有药管家医药有限公司,N
N-H001914,福建省福州儿童医院,N-R000338,福州市鼓楼区协和医药商店,N
N-H001914,福建省福州儿童医院,N-R000457,福州市台江区附一大药店,N
